,Unnamed: 0,Unnamed: 0.1,name,company,year,Price,kms_driven,fuel_type
753,754,754,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol
754,755,755,Tata Bolt XM,Tata,2015,600000,15000,Petrol
755,756,756,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol
756,757,757,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol
757,758,758,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel
758,759,759,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol
759,760,760,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol
760,761,761,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol
761,762,762,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel
762,763,763,Tata Indica V2,Tata,2005,60000,80000,Diesel
763,764,764,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel
764,765,765,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel
765,766,766,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel
766,767,767,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol
767,768,768,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol
768,769,769,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol
769,770,770,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol
770,771,771,Datsun Go Plus,Datsun,2016,285000,13900,Petrol
771,772,772,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel
772,773,773,Tata Indica V2,Tata,2005,39999,80000,Diesel
773,774,774,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol
774,775,775,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol
775,776,776,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel
776,777,777,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol
777,778,778,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel
778,779,779,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol
779,780,780,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol
780,781,781,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol
781,782,782,Mahindra Logan,Mahindra,2009,130000,65000,Diesel
782,783,783,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol
783,784,784,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel
784,785,785,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol
785,786,786,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol
786,787,787,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol
787,788,788,Hyundai Eon,Hyundai,2018,260000,25000,Petrol
788,789,789,Tata Manza,Tata,2015,100000,100000,Diesel
789,790,790,Toyota Etios G,Toyota,2013,265000,42000,Petrol
790,791,791,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
791,792,792,Toyota Qualis,Toyota,2003,180000,100000,Diesel
792,793,793,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol
793,794,794,Tata Indica eV2,Tata,2016,50500,91200,Diesel
794,795,795,Honda City 1.5,Honda,2009,270000,55000,Petrol
795,796,796,Tata Zest XE,Tata,2017,290000,120000,Diesel
796,797,797,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel
797,798,798,Tata Indigo eCS,Tata,2016,160000,104000,Diesel
798,799,799,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel
799,800,800,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol
800,801,801,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol
801,802,802,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel
802,803,803,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel
803,804,804,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol
804,805,805,Honda City VX,Honda,2016,860000,95000,Petrol
805,806,806,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel
806,807,807,Hyundai Getz,Hyundai,2006,125000,80000,Petrol
807,808,808,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol
808,809,809,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol
809,810,810,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
810,811,811,Skoda Fabia,Skoda,2009,110000,45000,Petrol
811,812,812,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol
812,813,813,Tata Indica V2,Tata,2009,110000,30000,Diesel
813,814,814,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol
814,815,815,Tata Zest XM,Tata,2018,260000,27000,Diesel
815,816,816,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel
